Datum;Artikelnummer;Artikel;Menge;Umsatz;Einkaufspreis;Gebühren;Versandkosten;Kanal;Bestellnummer
25.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,62;Etsy;ORD-10212
25.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;0,00;Etsy;ORD-10212
25.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,32;Shopify;ORD-10213
26.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;5,31;eBay;ORD-10214
26.04.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;3,89;Shopify;ORD-10215
27.04.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;3,73;Etsy;ORD-10216
27.04.2026;KRZ-050;Sojakerze Zeder;2;37,00;5,20;3,88;5,71;Etsy;ORD-10217
27.04.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;0,00;Etsy;ORD-10217
27.04.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;5,73;Shopify;ORD-10218
28.04.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;5,76;Etsy;ORD-10219
28.04.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;0,00;Etsy;ORD-10219
28.04.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;4,64;Etsy;ORD-10220
28.04.2026;SCH-102;Ohrringe Nova;2;58,00;8,40;6,67;3,98;eBay;ORD-10221
28.04.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;4,03;Etsy;ORD-10222
29.04.2026;TEX-014;Leinenkissen 45×45;2;78,00;14,50;8,19;5,12;Etsy;ORD-10223
29.04.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,22;Etsy;ORD-10224
29.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,01;Etsy;ORD-10225
30.04.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;5,01;Etsy;ORD-10226
30.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,90;Etsy;ORD-10227
30.04.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;4,09;Etsy;ORD-10228
30.04.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,44;Etsy;ORD-10229
30.04.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;0,00;Etsy;ORD-10229
01.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;5,62;Shopify;ORD-10230
01.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;3,85;Etsy;ORD-10231
01.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,89;Etsy;ORD-10232
02.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;3,77;Shopify;ORD-10233
02.05.2026;KRZ-050;Sojakerze Zeder;2;37,00;5,20;3,88;5,12;Etsy;ORD-10234
03.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;5,10;Etsy;ORD-10235
03.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,35;Etsy;ORD-10236
03.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;0,00;Etsy;ORD-10236
03.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;3,88;Etsy;ORD-10237
04.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;4,63;Shopify;ORD-10238
04.05.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;7,14;4,27;Etsy;ORD-10239
04.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;0,00;Etsy;ORD-10239
04.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;2,13;4,72;eBay;ORD-10240
05.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;5,45;eBay;ORD-10241
05.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,62;Etsy;ORD-10242
05.05.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;4,06;Shopify;ORD-10243
05.05.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;1,44;0,00;Shopify;ORD-10243
06.05.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;2,18;3,63;Shopify;ORD-10244
06.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,22;Etsy;ORD-10245
06.05.2026;PAP-300;Notizbuch Recycling;2;32,00;4,60;1,02;4,07;Shopify;ORD-10246
07.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,62;Etsy;ORD-10247
07.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;3,88;Shopify;ORD-10248
07.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;5,56;Etsy;ORD-10249
08.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;4,17;Etsy;ORD-10250
08.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;4,19;eBay;ORD-10251
08.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,33;0,00;eBay;ORD-10251
09.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,82;Etsy;ORD-10252
09.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,27;Etsy;ORD-10253
10.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,15;Shopify;ORD-10254
11.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;4,03;Shopify;ORD-10255
11.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;4,90;Shopify;ORD-10256
11.05.2026;SCH-102;Ohrringe Nova;2;58,00;8,40;1,86;0,00;Shopify;ORD-10256
11.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;5,64;Shopify;ORD-10257
11.05.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;1,44;0,00;Shopify;ORD-10257
11.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;3,95;Etsy;ORD-10258
12.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,31;Shopify;ORD-10259
12.05.2026;KRZ-051;Kerzen-Set 3er;2;90,00;13,80;10,35;4,05;eBay;ORD-10260
12.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,93;Etsy;ORD-10261
13.05.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,19;3,64;Etsy;ORD-10262
13.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;0,00;Etsy;ORD-10262
13.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;4,54;Shopify;ORD-10263
14.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,64;Etsy;ORD-10264
14.05.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;5,41;Etsy;ORD-10265
14.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;4,80;Shopify;ORD-10266
15.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;5,39;Shopify;ORD-10267
15.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;5,79;Shopify;ORD-10268
16.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,81;Etsy;ORD-10269
16.05.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;5,51;Etsy;ORD-10270
16.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;5,77;Etsy;ORD-10271
16.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;0,00;Etsy;ORD-10271
17.05.2026;KRZ-050;Sojakerze Zeder;2;37,00;5,20;3,88;4,32;Etsy;ORD-10272
17.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,24;Shopify;ORD-10273
18.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,84;4,74;eBay;ORD-10274
18.05.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,68;0,00;eBay;ORD-10274
18.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;3,68;Etsy;ORD-10275
18.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,15;Etsy;ORD-10276
18.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10276
18.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,79;Etsy;ORD-10277
19.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,85;Etsy;ORD-10278
19.05.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,19;4,88;Etsy;ORD-10279
19.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,13;Shopify;ORD-10280
19.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,13;Etsy;ORD-10281
19.05.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;0,00;Etsy;ORD-10281
20.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,89;Etsy;ORD-10282
20.05.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;5,61;Etsy;ORD-10283
21.05.2026;SCH-102;Ohrringe Nova;2;58,00;8,40;6,67;5,05;eBay;ORD-10284
21.05.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,33;0,00;eBay;ORD-10284
21.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,54;Etsy;ORD-10285
21.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;5,49;Etsy;ORD-10286
22.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,09;Etsy;ORD-10287
22.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;0,00;Etsy;ORD-10287
22.05.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,68;4,41;eBay;ORD-10288
22.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;0,00;eBay;ORD-10288
22.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;4,47;eBay;ORD-10289
22.05.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;5,06;0,00;eBay;ORD-10289
23.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,67;Etsy;ORD-10290
23.05.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;0,59;5,08;Shopify;ORD-10291
23.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,06;Etsy;ORD-10292
24.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,14;Etsy;ORD-10293
24.05.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10293
25.05.2026;SEI-010;Naturseife Lavendel;2;19,00;2,40;0,61;4,66;Shopify;ORD-10294
25.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;0,00;Shopify;ORD-10294
25.05.2026;KRZ-051;Kerzen-Set 3er;2;90,00;13,80;9,45;5,70;Etsy;ORD-10295
25.05.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;4,19;Shopify;ORD-10296
25.05.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;5,42;Etsy;ORD-10297
25.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;0,00;Etsy;ORD-10297
26.05.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;3,96;Etsy;ORD-10298
26.05.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;1,59;3,84;Shopify;ORD-10299
27.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,61;Etsy;ORD-10300
27.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;4,87;Shopify;ORD-10301
28.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,22;Etsy;ORD-10302
28.05.2026;KRZ-051;Kerzen-Set 3er;2;90,00;13,80;9,45;5,59;Etsy;ORD-10303
28.05.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;5,74;Etsy;ORD-10304
28.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;0,00;Etsy;ORD-10304
29.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,69;Etsy;ORD-10305
29.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,20;Shopify;ORD-10306
30.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,24;Shopify;ORD-10307
31.05.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;5,14;Shopify;ORD-10308
31.05.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;0,00;Shopify;ORD-10308
31.05.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;3,81;Etsy;ORD-10309
01.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;2,13;4,72;eBay;ORD-10310
01.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,20;Etsy;ORD-10311
01.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;5,23;Etsy;ORD-10312
02.06.2026;TEX-014;Leinenkissen 45×45;2;78,00;14,50;8,19;5,41;Etsy;ORD-10313
03.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;5,66;eBay;ORD-10314
03.06.2026;SEI-010;Naturseife Lavendel;2;19,00;2,40;2,19;0,00;eBay;ORD-10314
03.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;4,32;Etsy;ORD-10315
04.06.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,36;5,50;Etsy;ORD-10316
04.06.2026;KRZ-050;Sojakerze Zeder;2;37,00;5,20;4,25;4,77;eBay;ORD-10317
05.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,86;4,84;eBay;ORD-10318
05.06.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;4,51;Shopify;ORD-10319
05.06.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;5,17;4,69;eBay;ORD-10320
06.06.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;4,14;Shopify;ORD-10321
06.06.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;1,09;5,55;Shopify;ORD-10322
06.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,40;Shopify;ORD-10323
07.06.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,19;5,74;Etsy;ORD-10324
07.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,58;Etsy;ORD-10325
08.06.2026;SEI-010;Naturseife Lavendel;2;19,00;2,40;1,99;5,53;Etsy;ORD-10326
09.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;3,77;Shopify;ORD-10327
10.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,33;4,87;eBay;ORD-10328
10.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;4,58;Etsy;ORD-10329
10.06.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,36;4,67;Etsy;ORD-10330
11.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,95;Etsy;ORD-10331
11.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;0,00;Etsy;ORD-10331
11.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;3,63;eBay;ORD-10332
11.06.2026;SCH-102;Ohrringe Nova;2;58,00;8,40;6,67;0,00;eBay;ORD-10332
12.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,76;Etsy;ORD-10333
12.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,16;Etsy;ORD-10334
12.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;4,90;eBay;ORD-10335
13.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;3,93;Etsy;ORD-10336
13.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,35;Shopify;ORD-10337
14.06.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;2,18;3,64;Shopify;ORD-10338
15.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;4,65;Etsy;ORD-10339
15.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,71;Etsy;ORD-10340
15.06.2026;TEX-020;Wolldecke Nordic;2;178,00;34,00;18,69;0,00;Etsy;ORD-10340
16.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,86;5,34;eBay;ORD-10341
16.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;3,89;Etsy;ORD-10342
16.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,84;5,14;eBay;ORD-10343
16.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;4,43;eBay;ORD-10344
16.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,86;0,00;eBay;ORD-10344
17.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,84;5,47;eBay;ORD-10345
17.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,28;Etsy;ORD-10346
17.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;0,00;Etsy;ORD-10346
17.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;3,82;Shopify;ORD-10347
18.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;5,40;Etsy;ORD-10348
18.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,78;Etsy;ORD-10349
18.06.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;0,00;Etsy;ORD-10349
19.06.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;3,81;Shopify;ORD-10350
19.06.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;4,75;Etsy;ORD-10351
19.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,45;Etsy;ORD-10352
19.06.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,19;0,00;Etsy;ORD-10352
20.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;4,85;Shopify;ORD-10353
20.06.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;1,02;0,00;Shopify;ORD-10353
20.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,79;Etsy;ORD-10354
21.06.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;5,23;4,94;Etsy;ORD-10355
22.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,45;Etsy;ORD-10356
22.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;3,95;Shopify;ORD-10357
23.06.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;3,82;Shopify;ORD-10358
23.06.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;4,59;Shopify;ORD-10359
24.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;4,81;Etsy;ORD-10360
24.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,18;Etsy;ORD-10361
24.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,00;Etsy;ORD-10362
25.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;5,58;Etsy;ORD-10363
25.06.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,09;5,15;Etsy;ORD-10364
25.06.2026;TEX-014;Leinenkissen 45×45;2;78,00;14,50;8,19;4,37;Etsy;ORD-10365
26.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;4,03;Etsy;ORD-10366
26.06.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;0,00;Etsy;ORD-10366
26.06.2026;SCH-100;Silberkette Luna;2;118,00;18,00;12,39;5,00;Etsy;ORD-10367
26.06.2026;TEX-020;Wolldecke Nordic;1;89,00;34,00;9,34;0,00;Etsy;ORD-10367
26.06.2026;PAP-300;Notizbuch Recycling;2;32,00;4,60;1,02;4,66;Shopify;ORD-10368
26.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;0,00;Shopify;ORD-10368
27.06.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;4,58;Etsy;ORD-10369
27.06.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;0,93;5,05;Shopify;ORD-10370
28.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,84;4,31;eBay;ORD-10371
28.06.2026;TEX-014;Leinenkissen 45×45;1;39,00;14,50;4,49;0,00;eBay;ORD-10371
28.06.2026;SCH-100;Silberkette Luna;1;59,00;18,00;1,89;3,63;Shopify;ORD-10372
29.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,50;Etsy;ORD-10373
29.06.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;5,44;Shopify;ORD-10374
29.06.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;4,25;Etsy;ORD-10375
30.06.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,38;Shopify;ORD-10376
30.06.2026;TEX-020;Wolldecke Nordic;1;89,00;34,00;2,85;0,00;Shopify;ORD-10376
30.06.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;5,23;4,54;Etsy;ORD-10377
30.06.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;5,17;3,75;eBay;ORD-10378
01.07.2026;TEX-020;Wolldecke Nordic;1;89,00;34,00;9,34;5,75;Etsy;ORD-10379
01.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;4,01;Etsy;ORD-10380
01.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;5,77;Etsy;ORD-10381
02.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;5,33;eBay;ORD-10382
02.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;3,68;Shopify;ORD-10383
02.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;3,75;Etsy;ORD-10384
02.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10384
03.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;4,61;Shopify;ORD-10385
03.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,32;Etsy;ORD-10386
03.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;5,18;Shopify;ORD-10387
04.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;0,80;4,01;Shopify;ORD-10388
04.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,15;Shopify;ORD-10389
04.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,68;5,77;Etsy;ORD-10390
05.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,94;Etsy;ORD-10391
06.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,91;4,29;eBay;ORD-10392
06.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;3,65;Etsy;ORD-10393
06.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10393
06.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;5,77;Shopify;ORD-10394
07.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;3,80;Etsy;ORD-10395
07.07.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,79;5,59;eBay;ORD-10396
07.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;0,00;eBay;ORD-10396
08.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,20;Etsy;ORD-10397
08.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;0,00;Etsy;ORD-10397
08.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,09;4,98;eBay;ORD-10398
09.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,53;5,76;eBay;ORD-10399
09.07.2026;KER-002;Keramikschale Ocean;2;68,00;11,00;7,14;4,86;Etsy;ORD-10400
09.07.2026;KER-001;Keramiktasse Sand;2;49,80;7,20;5,73;4,20;eBay;ORD-10401
10.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;4,43;Etsy;ORD-10402
10.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;0,30;4,39;Shopify;ORD-10403
10.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;0,51;0,00;Shopify;ORD-10403
10.07.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,79;4,20;eBay;ORD-10404
11.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,33;4,37;eBay;ORD-10405
11.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;3,78;Etsy;ORD-10406
12.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;3,74;Etsy;ORD-10407
12.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;0,70;5,57;Shopify;ORD-10408
12.07.2026;KRZ-051;Kerzen-Set 3er;1;45,00;13,80;4,72;4,21;Etsy;ORD-10409
12.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;0,00;Etsy;ORD-10409
13.07.2026;PRT-220;Kunstdruck A3 Fjord;1;22,00;4,10;2,31;5,56;Etsy;ORD-10410
13.07.2026;PRT-220;Kunstdruck A3 Fjord;2;44,00;4,10;4,62;0,00;Etsy;ORD-10410
13.07.2026;SEI-010;Naturseife Lavendel;1;9,50;2,40;1,00;5,59;Etsy;ORD-10411
13.07.2026;PRT-221;Kunstdruck A2 Düne;1;32,00;6,30;3,36;0,00;Etsy;ORD-10411
13.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;3,69;Etsy;ORD-10412
13.07.2026;SCH-102;Ohrringe Nova;1;29,00;8,40;3,04;0,00;Etsy;ORD-10412
13.07.2026;TEX-020;Wolldecke Nordic;1;89,00;34,00;9,34;5,26;Etsy;ORD-10413
14.07.2026;PAP-300;Notizbuch Recycling;1;16,00;4,60;1,84;4,29;eBay;ORD-10414
14.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,20;Etsy;ORD-10415
14.07.2026;KER-002;Keramikschale Ocean;1;34,00;11,00;3,57;4,19;Etsy;ORD-10416
15.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;1,94;5,46;Etsy;ORD-10417
15.07.2026;SCH-100;Silberkette Luna;1;59,00;18,00;6,79;5,60;eBay;ORD-10418
15.07.2026;KER-001;Keramiktasse Sand;1;24,90;7,20;2,61;3,62;Etsy;ORD-10419
15.07.2026;KRZ-050;Sojakerze Zeder;1;18,50;5,20;2,13;3,76;eBay;ORD-10420
