Date,SKU,Product,Quantity,Revenue,Unit cost,Fees,Shipping,Channel,Order ID
2026-04-26,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,5.31,eBay,ORD-10214
2026-04-26,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,3.89,Shopify,ORD-10215
2026-04-27,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,3.73,Etsy,ORD-10216
2026-04-27,KRZ-050,Soy Candle Cedar,2,37.00,5.20,3.88,5.71,Etsy,ORD-10217
2026-04-27,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,0.00,Etsy,ORD-10217
2026-04-27,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,5.73,Shopify,ORD-10218
2026-04-28,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,5.76,Etsy,ORD-10219
2026-04-28,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,0.00,Etsy,ORD-10219
2026-04-28,SCH-102,Earrings Nova,1,29.00,8.40,3.04,4.64,Etsy,ORD-10220
2026-04-28,SCH-102,Earrings Nova,2,58.00,8.40,6.67,3.98,eBay,ORD-10221
2026-04-28,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,4.03,Etsy,ORD-10222
2026-04-29,TEX-014,Linen Cushion 45×45,2,78.00,14.50,8.19,5.12,Etsy,ORD-10223
2026-04-29,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.22,Etsy,ORD-10224
2026-04-29,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.01,Etsy,ORD-10225
2026-04-30,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,5.01,Etsy,ORD-10226
2026-04-30,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.90,Etsy,ORD-10227
2026-04-30,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,4.09,Etsy,ORD-10228
2026-04-30,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.44,Etsy,ORD-10229
2026-04-30,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,0.00,Etsy,ORD-10229
2026-05-01,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,5.62,Shopify,ORD-10230
2026-05-01,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,3.85,Etsy,ORD-10231
2026-05-01,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.89,Etsy,ORD-10232
2026-05-02,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,3.77,Shopify,ORD-10233
2026-05-02,KRZ-050,Soy Candle Cedar,2,37.00,5.20,3.88,5.12,Etsy,ORD-10234
2026-05-03,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,5.10,Etsy,ORD-10235
2026-05-03,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.35,Etsy,ORD-10236
2026-05-03,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,0.00,Etsy,ORD-10236
2026-05-03,SCH-102,Earrings Nova,1,29.00,8.40,3.04,3.88,Etsy,ORD-10237
2026-05-04,SCH-102,Earrings Nova,1,29.00,8.40,0.93,4.63,Shopify,ORD-10238
2026-05-04,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,7.14,4.27,Etsy,ORD-10239
2026-05-04,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,0.00,Etsy,ORD-10239
2026-05-04,KRZ-050,Soy Candle Cedar,1,18.50,5.20,2.13,4.72,eBay,ORD-10240
2026-05-05,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,5.45,eBay,ORD-10241
2026-05-05,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.62,Etsy,ORD-10242
2026-05-05,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,4.06,Shopify,ORD-10243
2026-05-05,KRZ-051,Candle Set of 3,1,45.00,13.80,1.44,0.00,Shopify,ORD-10243
2026-05-06,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,2.18,3.63,Shopify,ORD-10244
2026-05-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.22,Etsy,ORD-10245
2026-05-06,PAP-300,Recycled Notebook,2,32.00,4.60,1.02,4.07,Shopify,ORD-10246
2026-05-07,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.62,Etsy,ORD-10247
2026-05-07,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,3.88,Shopify,ORD-10248
2026-05-07,SCH-102,Earrings Nova,1,29.00,8.40,3.04,5.56,Etsy,ORD-10249
2026-05-08,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,4.17,Etsy,ORD-10250
2026-05-08,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,4.19,eBay,ORD-10251
2026-05-08,SCH-102,Earrings Nova,1,29.00,8.40,3.33,0.00,eBay,ORD-10251
2026-05-09,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.82,Etsy,ORD-10252
2026-05-09,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.27,Etsy,ORD-10253
2026-05-10,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.15,Shopify,ORD-10254
2026-05-11,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,4.03,Shopify,ORD-10255
2026-05-11,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,4.90,Shopify,ORD-10256
2026-05-11,SCH-102,Earrings Nova,2,58.00,8.40,1.86,0.00,Shopify,ORD-10256
2026-05-11,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,5.64,Shopify,ORD-10257
2026-05-11,KRZ-051,Candle Set of 3,1,45.00,13.80,1.44,0.00,Shopify,ORD-10257
2026-05-11,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,3.95,Etsy,ORD-10258
2026-05-12,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.31,Shopify,ORD-10259
2026-05-12,KRZ-051,Candle Set of 3,2,90.00,13.80,10.35,4.05,eBay,ORD-10260
2026-05-12,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,3.93,Etsy,ORD-10261
2026-05-13,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.19,3.64,Etsy,ORD-10262
2026-05-13,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,0.00,Etsy,ORD-10262
2026-05-13,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,4.54,Shopify,ORD-10263
2026-05-14,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.64,Etsy,ORD-10264
2026-05-14,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,5.41,Etsy,ORD-10265
2026-05-14,SCH-102,Earrings Nova,1,29.00,8.40,0.93,4.80,Shopify,ORD-10266
2026-05-15,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,5.39,Shopify,ORD-10267
2026-05-15,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,5.79,Shopify,ORD-10268
2026-05-16,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.81,Etsy,ORD-10269
2026-05-16,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,5.51,Etsy,ORD-10270
2026-05-16,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,5.77,Etsy,ORD-10271
2026-05-16,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,0.00,Etsy,ORD-10271
2026-05-17,KRZ-050,Soy Candle Cedar,2,37.00,5.20,3.88,4.32,Etsy,ORD-10272
2026-05-17,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,5.24,Shopify,ORD-10273
2026-05-18,PAP-300,Recycled Notebook,1,16.00,4.60,1.84,4.74,eBay,ORD-10274
2026-05-18,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.68,0.00,eBay,ORD-10274
2026-05-18,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,3.68,Etsy,ORD-10275
2026-05-18,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.15,Etsy,ORD-10276
2026-05-18,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10276
2026-05-18,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.79,Etsy,ORD-10277
2026-05-19,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.85,Etsy,ORD-10278
2026-05-19,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.19,4.88,Etsy,ORD-10279
2026-05-19,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.13,Shopify,ORD-10280
2026-05-19,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.13,Etsy,ORD-10281
2026-05-19,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,0.00,Etsy,ORD-10281
2026-05-20,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.89,Etsy,ORD-10282
2026-05-20,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,5.61,Etsy,ORD-10283
2026-05-21,SCH-102,Earrings Nova,2,58.00,8.40,6.67,5.05,eBay,ORD-10284
2026-05-21,SCH-102,Earrings Nova,1,29.00,8.40,3.33,0.00,eBay,ORD-10284
2026-05-21,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.54,Etsy,ORD-10285
2026-05-21,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,5.49,Etsy,ORD-10286
2026-05-22,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.09,Etsy,ORD-10287
2026-05-22,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,0.00,Etsy,ORD-10287
2026-05-22,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.68,4.41,eBay,ORD-10288
2026-05-22,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,0.00,eBay,ORD-10288
2026-05-22,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,4.47,eBay,ORD-10289
2026-05-22,PRT-220,Art Print A3 Fjord,2,44.00,4.10,5.06,0.00,eBay,ORD-10289
2026-05-23,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.67,Etsy,ORD-10290
2026-05-23,KRZ-050,Soy Candle Cedar,1,18.50,5.20,0.59,5.08,Shopify,ORD-10291
2026-05-23,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.06,Etsy,ORD-10292
2026-05-24,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.14,Etsy,ORD-10293
2026-05-24,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10293
2026-05-25,SEI-010,Natural Soap Lavender,2,19.00,2.40,0.61,4.66,Shopify,ORD-10294
2026-05-25,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,0.00,Shopify,ORD-10294
2026-05-25,KRZ-051,Candle Set of 3,2,90.00,13.80,9.45,5.70,Etsy,ORD-10295
2026-05-25,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,4.19,Shopify,ORD-10296
2026-05-25,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,5.42,Etsy,ORD-10297
2026-05-25,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,0.00,Etsy,ORD-10297
2026-05-26,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,3.96,Etsy,ORD-10298
2026-05-26,KER-001,Ceramic Mug Sand,2,49.80,7.20,1.59,3.84,Shopify,ORD-10299
2026-05-27,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.61,Etsy,ORD-10300
2026-05-27,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,4.87,Shopify,ORD-10301
2026-05-28,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.22,Etsy,ORD-10302
2026-05-28,KRZ-051,Candle Set of 3,2,90.00,13.80,9.45,5.59,Etsy,ORD-10303
2026-05-28,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,5.74,Etsy,ORD-10304
2026-05-28,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,0.00,Etsy,ORD-10304
2026-05-29,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,3.69,Etsy,ORD-10305
2026-05-29,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,5.20,Shopify,ORD-10306
2026-05-30,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,5.24,Shopify,ORD-10307
2026-05-31,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,5.14,Shopify,ORD-10308
2026-05-31,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,0.00,Shopify,ORD-10308
2026-05-31,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,3.81,Etsy,ORD-10309
2026-06-01,KRZ-050,Soy Candle Cedar,1,18.50,5.20,2.13,4.72,eBay,ORD-10310
2026-06-01,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.20,Etsy,ORD-10311
2026-06-01,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,5.23,Etsy,ORD-10312
2026-06-02,TEX-014,Linen Cushion 45×45,2,78.00,14.50,8.19,5.41,Etsy,ORD-10313
2026-06-03,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,5.66,eBay,ORD-10314
2026-06-03,SEI-010,Natural Soap Lavender,2,19.00,2.40,2.19,0.00,eBay,ORD-10314
2026-06-03,SCH-102,Earrings Nova,1,29.00,8.40,3.04,4.32,Etsy,ORD-10315
2026-06-04,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.36,5.50,Etsy,ORD-10316
2026-06-04,KRZ-050,Soy Candle Cedar,2,37.00,5.20,4.25,4.77,eBay,ORD-10317
2026-06-05,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.86,4.84,eBay,ORD-10318
2026-06-05,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,4.51,Shopify,ORD-10319
2026-06-05,KRZ-051,Candle Set of 3,1,45.00,13.80,5.17,4.69,eBay,ORD-10320
2026-06-06,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,4.14,Shopify,ORD-10321
2026-06-06,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,1.09,5.55,Shopify,ORD-10322
2026-06-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.40,Shopify,ORD-10323
2026-06-07,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.19,5.74,Etsy,ORD-10324
2026-06-07,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.58,Etsy,ORD-10325
2026-06-08,SEI-010,Natural Soap Lavender,2,19.00,2.40,1.99,5.53,Etsy,ORD-10326
2026-06-09,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,3.77,Shopify,ORD-10327
2026-06-10,SCH-102,Earrings Nova,1,29.00,8.40,3.33,4.87,eBay,ORD-10328
2026-06-10,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,4.58,Etsy,ORD-10329
2026-06-10,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.36,4.67,Etsy,ORD-10330
2026-06-11,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.95,Etsy,ORD-10331
2026-06-11,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,0.00,Etsy,ORD-10331
2026-06-11,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,3.63,eBay,ORD-10332
2026-06-11,SCH-102,Earrings Nova,2,58.00,8.40,6.67,0.00,eBay,ORD-10332
2026-06-12,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.76,Etsy,ORD-10333
2026-06-12,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.16,Etsy,ORD-10334
2026-06-12,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,4.90,eBay,ORD-10335
2026-06-13,SCH-102,Earrings Nova,1,29.00,8.40,3.04,3.93,Etsy,ORD-10336
2026-06-13,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,5.35,Shopify,ORD-10337
2026-06-14,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,2.18,3.64,Shopify,ORD-10338
2026-06-15,SCH-102,Earrings Nova,1,29.00,8.40,3.04,4.65,Etsy,ORD-10339
2026-06-15,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.71,Etsy,ORD-10340
2026-06-15,TEX-020,Wool Blanket Nordic,2,178.00,34.00,18.69,0.00,Etsy,ORD-10340
2026-06-16,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.86,5.34,eBay,ORD-10341
2026-06-16,SCH-102,Earrings Nova,1,29.00,8.40,3.04,3.89,Etsy,ORD-10342
2026-06-16,PAP-300,Recycled Notebook,1,16.00,4.60,1.84,5.14,eBay,ORD-10343
2026-06-16,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,4.43,eBay,ORD-10344
2026-06-16,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.86,0.00,eBay,ORD-10344
2026-06-17,PAP-300,Recycled Notebook,1,16.00,4.60,1.84,5.47,eBay,ORD-10345
2026-06-17,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.28,Etsy,ORD-10346
2026-06-17,SCH-102,Earrings Nova,1,29.00,8.40,3.04,0.00,Etsy,ORD-10346
2026-06-17,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,3.82,Shopify,ORD-10347
2026-06-18,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,5.40,Etsy,ORD-10348
2026-06-18,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.78,Etsy,ORD-10349
2026-06-18,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,0.00,Etsy,ORD-10349
2026-06-19,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,3.81,Shopify,ORD-10350
2026-06-19,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,4.75,Etsy,ORD-10351
2026-06-19,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.45,Etsy,ORD-10352
2026-06-19,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.19,0.00,Etsy,ORD-10352
2026-06-20,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,4.85,Shopify,ORD-10353
2026-06-20,PRT-221,Art Print A2 Dune,1,32.00,6.30,1.02,0.00,Shopify,ORD-10353
2026-06-20,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.79,Etsy,ORD-10354
2026-06-21,KER-001,Ceramic Mug Sand,2,49.80,7.20,5.23,4.94,Etsy,ORD-10355
2026-06-22,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.45,Etsy,ORD-10356
2026-06-22,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,3.95,Shopify,ORD-10357
2026-06-23,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,3.82,Shopify,ORD-10358
2026-06-23,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,4.59,Shopify,ORD-10359
2026-06-24,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,4.81,Etsy,ORD-10360
2026-06-24,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.18,Etsy,ORD-10361
2026-06-24,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.00,Etsy,ORD-10362
2026-06-25,SCH-102,Earrings Nova,1,29.00,8.40,3.04,5.58,Etsy,ORD-10363
2026-06-25,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.09,5.15,Etsy,ORD-10364
2026-06-25,TEX-014,Linen Cushion 45×45,2,78.00,14.50,8.19,4.37,Etsy,ORD-10365
2026-06-26,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.03,Etsy,ORD-10366
2026-06-26,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,0.00,Etsy,ORD-10366
2026-06-26,SCH-100,Silver Necklace Luna,2,118.00,18.00,12.39,5.00,Etsy,ORD-10367
2026-06-26,TEX-020,Wool Blanket Nordic,1,89.00,34.00,9.34,0.00,Etsy,ORD-10367
2026-06-26,PAP-300,Recycled Notebook,2,32.00,4.60,1.02,4.66,Shopify,ORD-10368
2026-06-26,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,0.00,Shopify,ORD-10368
2026-06-27,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,4.58,Etsy,ORD-10369
2026-06-27,SCH-102,Earrings Nova,1,29.00,8.40,0.93,5.05,Shopify,ORD-10370
2026-06-28,PAP-300,Recycled Notebook,1,16.00,4.60,1.84,4.31,eBay,ORD-10371
2026-06-28,TEX-014,Linen Cushion 45×45,1,39.00,14.50,4.49,0.00,eBay,ORD-10371
2026-06-28,SCH-100,Silver Necklace Luna,1,59.00,18.00,1.89,3.63,Shopify,ORD-10372
2026-06-29,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.50,Etsy,ORD-10373
2026-06-29,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,5.44,Shopify,ORD-10374
2026-06-29,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,4.25,Etsy,ORD-10375
2026-06-30,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.38,Shopify,ORD-10376
2026-06-30,TEX-020,Wool Blanket Nordic,1,89.00,34.00,2.85,0.00,Shopify,ORD-10376
2026-06-30,KER-001,Ceramic Mug Sand,2,49.80,7.20,5.23,4.54,Etsy,ORD-10377
2026-06-30,KRZ-051,Candle Set of 3,1,45.00,13.80,5.17,3.75,eBay,ORD-10378
2026-07-01,TEX-020,Wool Blanket Nordic,1,89.00,34.00,9.34,5.75,Etsy,ORD-10379
2026-07-01,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,4.01,Etsy,ORD-10380
2026-07-01,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,5.77,Etsy,ORD-10381
2026-07-02,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,5.33,eBay,ORD-10382
2026-07-02,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,3.68,Shopify,ORD-10383
2026-07-02,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,3.75,Etsy,ORD-10384
2026-07-02,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10384
2026-07-03,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,4.61,Shopify,ORD-10385
2026-07-03,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.32,Etsy,ORD-10386
2026-07-03,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,5.18,Shopify,ORD-10387
2026-07-04,KER-001,Ceramic Mug Sand,1,24.90,7.20,0.80,4.01,Shopify,ORD-10388
2026-07-04,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.15,Shopify,ORD-10389
2026-07-04,PAP-300,Recycled Notebook,1,16.00,4.60,1.68,5.77,Etsy,ORD-10390
2026-07-05,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.94,Etsy,ORD-10391
2026-07-06,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.91,4.29,eBay,ORD-10392
2026-07-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,3.65,Etsy,ORD-10393
2026-07-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10393
2026-07-06,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,5.77,Shopify,ORD-10394
2026-07-07,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,3.80,Etsy,ORD-10395
2026-07-07,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.79,5.59,eBay,ORD-10396
2026-07-07,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,0.00,eBay,ORD-10396
2026-07-08,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.20,Etsy,ORD-10397
2026-07-08,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,0.00,Etsy,ORD-10397
2026-07-08,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.09,4.98,eBay,ORD-10398
2026-07-09,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.53,5.76,eBay,ORD-10399
2026-07-09,KER-002,Ceramic Bowl Ocean,2,68.00,11.00,7.14,4.86,Etsy,ORD-10400
2026-07-09,KER-001,Ceramic Mug Sand,2,49.80,7.20,5.73,4.20,eBay,ORD-10401
2026-07-10,SCH-102,Earrings Nova,1,29.00,8.40,3.04,4.43,Etsy,ORD-10402
2026-07-10,SEI-010,Natural Soap Lavender,1,9.50,2.40,0.30,4.39,Shopify,ORD-10403
2026-07-10,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,0.00,Shopify,ORD-10403
2026-07-10,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.79,4.20,eBay,ORD-10404
2026-07-11,SCH-102,Earrings Nova,1,29.00,8.40,3.33,4.37,eBay,ORD-10405
2026-07-11,SCH-102,Earrings Nova,1,29.00,8.40,3.04,3.78,Etsy,ORD-10406
2026-07-12,SCH-102,Earrings Nova,1,29.00,8.40,3.04,3.74,Etsy,ORD-10407
2026-07-12,PRT-220,Art Print A3 Fjord,1,22.00,4.10,0.70,5.57,Shopify,ORD-10408
2026-07-12,KRZ-051,Candle Set of 3,1,45.00,13.80,4.72,4.21,Etsy,ORD-10409
2026-07-12,SCH-102,Earrings Nova,1,29.00,8.40,3.04,0.00,Etsy,ORD-10409
2026-07-13,PRT-220,Art Print A3 Fjord,1,22.00,4.10,2.31,5.56,Etsy,ORD-10410
2026-07-13,PRT-220,Art Print A3 Fjord,2,44.00,4.10,4.62,0.00,Etsy,ORD-10410
2026-07-13,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,5.59,Etsy,ORD-10411
2026-07-13,PRT-221,Art Print A2 Dune,1,32.00,6.30,3.36,0.00,Etsy,ORD-10411
2026-07-13,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,3.69,Etsy,ORD-10412
2026-07-13,SCH-102,Earrings Nova,1,29.00,8.40,3.04,0.00,Etsy,ORD-10412
2026-07-13,TEX-020,Wool Blanket Nordic,1,89.00,34.00,9.34,5.26,Etsy,ORD-10413
2026-07-14,PAP-300,Recycled Notebook,1,16.00,4.60,1.84,4.29,eBay,ORD-10414
2026-07-14,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.20,Etsy,ORD-10415
2026-07-14,KER-002,Ceramic Bowl Ocean,1,34.00,11.00,3.57,4.19,Etsy,ORD-10416
2026-07-15,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,5.46,Etsy,ORD-10417
2026-07-15,SCH-100,Silver Necklace Luna,1,59.00,18.00,6.79,5.60,eBay,ORD-10418
2026-07-15,KER-001,Ceramic Mug Sand,1,24.90,7.20,2.61,3.62,Etsy,ORD-10419
2026-07-15,KRZ-050,Soy Candle Cedar,1,18.50,5.20,2.13,3.76,eBay,ORD-10420
2026-07-16,KRZ-050,Soy Candle Cedar,1,18.50,5.20,1.94,4.73,Etsy,ORD-10421
2026-07-16,PAP-300,Recycled Notebook,2,32.00,4.60,3.36,4.27,Etsy,ORD-10422
2026-07-16,SEI-010,Natural Soap Lavender,1,9.50,2.40,1.00,5.07,Etsy,ORD-10423
2026-07-17,KRZ-050,Soy Candle Cedar,2,37.00,5.20,3.88,3.77,Etsy,ORD-10424
2026-07-17,PRT-221,Art Print A2 Dune,2,64.00,6.30,6.72,0.00,Etsy,ORD-10424
2026-07-17,PAP-300,Recycled Notebook,1,16.00,4.60,0.51,5.08,Shopify,ORD-10425
